PLAYER_ID,ATTACKING,TECHNICAL,TACTICAL,DEFENDING,CREATIVITY
362014,46,51,59,65,58
787751,37,43,68,75,40
838159,38,49,69,79,46
350560,47,43,58,64,60
966441,43,45,47,71,52
785468,40,47,59,74,44
934383,36,49,64,76,39
791773,,,79,,
1011375,61,60,41,32,53
115665,62,46,44,33,43
785989,71,54,45,23,58
789381,69,56,49,31,62
96369,57,50,29,25,51
103417,73,80,53,24,87
337671,69,61,40,31,74
859767,55,53,37,40,58
137978,54,60,55,49,62
345195,68,62,42,32,64
990169,51,55,61,63,53
816763,58,55,43,41,63
847128,55,55,58,51,60
1493689,53,42,35,34,51
1031421,57,59,45,41,64
992331,59,51,35,32,55
158241,35,42,63,78,37
188365,39,43,43,58,49
305278,37,47,63,74,44
893062,50,63,47,58,59
827519,43,40,36,54,47
1392077,38,48,60,73,41
253809,,,63,,
309078,77,56,47,17,59
867583,65,52,37,26,52
146866,78,68,53,21,74
827064,64,55,41,31,51
1089108,65,64,36,27,64
879694,55,49,65,61,52
910031,73,67,45,27,86
39182,62,69,57,42,74
942836,52,54,38,38,53
843678,56,60,54,49,62
153966,52,47,45,41,54
1088565,55,59,34,38,62
122810,37,51,66,67,48
873189,44,59,59,66,52
606346,33,49,52,63,39
344847,48,45,39,51,57
3041,36,47,67,76,46
868715,40,47,62,76,38
797290,50,49,46,59,64
53739,36,41,59,70,46
980732,41,54,41,52,48
962053,,,62,,
951008,,,67,,
909119,72,42,50,24,44
825754,70,43,50,34,48
845693,63,61,46,38,65
188405,62,49,30,20,65
826948,61,65,71,63,69
1122610,56,49,37,37,55
855830,50,55,63,48,58
998950,62,52,36,30,65
790833,61,57,41,42,60
966637,54,48,20,30,60
797306,39,47,65,75,41
227922,50,54,57,72,66
953097,37,44,45,66,40
851282,44,52,60,76,52
1144630,35,44,66,81,36
1184317,34,41,65,78,35
151138,41,46,42,64,46
930997,,,67,,
97951,,,58,,
84972,69,48,59,25,52
855832,50,54,50,46,54
1082968,61,54,31,36,58
900433,65,66,34,35,67
822607,59,54,40,38,54
873717,51,52,65,73,42
891931,53,52,44,50,57
788141,52,49,42,39,57
1084399,64,51,24,31,69
1101232,36,40,70,78,37
896073,39,44,63,78,42
945404,45,54,45,57,51
369004,,,71,,
37318,73,48,55,29,43
997280,67,48,46,24,47
824130,67,47,35,22,49
591132,71,65,39,29,73
1086346,54,41,47,42,48
149370,60,64,58,46,65
260031,69,68,41,33,73
985329,55,54,36,32,61
187313,50,47,57,55,47
976141,58,57,46,40,67
1119586,53,47,49,53,45
1084381,56,44,44,36,59
913732,52,53,39,41,48
591136,38,48,71,74,44
900792,39,49,71,62,52
255973,50,53,41,45,59
910267,48,58,53,57,62
844752,40,37,43,57,41
897902,39,40,52,63,45
944225,35,42,62,78,34
1010165,43,48,42,60,49
1086347,36,45,29,49,40
294377,,,61,,
604954,76,57,46,16,54
794937,60,54,35,28,64
811629,60,58,67,51,72
307702,40,48,60,65,43
805137,42,49,63,69,43
576276,37,46,70,68,42
980578,38,38,65,75,37
949707,46,44,61,72,51
155711,38,39,40,58,44
604258,,,50,,
826047,,,47,,
19356,87,77,54,21,87
894863,76,55,59,27,51
794950,67,60,42,26,61
138890,73,49,36,17,53
1006232,59,55,39,29,51
595576,65,62,40,28,69
557008,51,47,53,57,60
846492,54,43,36,34,57
835484,50,51,42,39,58
794861,49,52,51,57,48
1108451,57,52,37,37,48
859773,56,62,41,46,70
892521,39,48,70,76,46
984789,49,53,47,61,63
360718,34,43,63,83,37
1069703,35,39,52,71,41
1002764,42,53,38,54,51
32023,,,77,,
848980,,,64,,
846470,73,50,55,30,41
823631,66,62,42,23,58
155702,67,52,45,32,67
96370,68,72,34,24,81
66477,50,46,32,45,53
799054,51,50,46,45,55
794948,64,51,46,42,67
875890,66,78,42,28,67
997033,61,64,38,35,54
1015240,43,39,41,48,45
578560,53,56,50,58,66
822933,42,41,36,58,54
11869,46,54,55,62,61
68332,43,48,61,67,42
1006489,40,49,70,88,41
1010655,47,48,34,53,50
928672,52,45,42,59,63
138546,45,52,43,64,55
1097719,41,37,49,73,38
94527,,,77,,
22209,,,63,,
310874,72,51,50,29,55
309546,62,41,30,20,52
790179,65,40,36,23,46
146852,71,52,53,33,50
110783,70,75,58,45,80
988351,49,43,55,57,53
349526,63,59,39,32,71
255999,47,57,64,60,51
826004,53,59,45,47,61
949722,52,47,29,30,51
788216,46,49,44,60,53
807116,43,47,76,85,46
590404,46,52,45,62,56
300522,37,43,60,72,43
828239,47,50,46,63,55
913695,39,51,69,81,44
188107,,,74,,
1131909,,,60,,
869131,61,43,36,21,47
960401,43,40,30,41,48
188407,70,58,42,27,64
841854,65,53,36,35,43
1012444,63,64,24,24,67
964985,61,64,40,30,66
933426,53,52,38,52,57
353154,53,50,33,38,58
916654,63,60,40,29,65
925220,59,64,32,33,55
979146,36,47,57,74,40
1089453,36,36,52,69,34
914848,36,47,55,69,41
273227,38,46,55,71,42
992504,35,45,52,67,39
123865,,,48,,
964983,,,82,,
855922,,,11,,
138387,68,52,33,18,49
910024,67,48,42,25,57
124950,69,61,33,31,55
913679,50,53,62,60,53
899982,64,54,37,25,68
345111,62,52,38,45,67
21949,60,54,29,18,63
932764,61,47,30,20,57
900003,54,47,40,42,53
900008,48,44,59,61,50
588566,59,59,47,36,67
922939,57,52,31,31,56
827491,59,56,36,32,61
965031,45,52,52,65,53
846147,37,41,72,78,38
88528,47,47,75,74,46
542634,46,51,50,58,57
152446,40,38,56,66,51
41013,35,47,72,77,44
1010421,50,57,51,67,62
212074,65,44,39,23,49
914819,62,33,55,26,43
844224,48,48,46,47,52
259339,58,52,61,49,60
316170,53,46,50,48,53
846446,51,64,48,45,54
329563,55,47,35,40,59
148588,53,52,48,42,56
352486,53,49,13,22,61
788097,51,47,32,36,51
855831,37,46,66,74,44
349794,37,45,75,77,42
800403,39,47,51,68,46
347450,42,43,40,61,46
800987,43,47,55,69,50
877602,36,41,55,70,33
847993,,,57,,
914213,75,52,46,15,56
909966,66,48,44,23,67
252857,65,48,40,33,51
997203,67,57,54,40,69
914014,47,52,37,39,52
982327,53,61,52,47,59
848926,61,59,70,56,73
129451,64,64,38,29,76
346516,70,59,38,30,73
989878,62,55,40,34,61
789886,54,50,31,27,60
910023,50,41,35,40,54
1131043,49,47,31,38,51
818406,40,45,58,63,40
1105331,35,47,48,60,38
987490,48,67,39,53,52
1094106,45,51,46,63,50
913455,35,42,46,55,37
914522,38,47,60,68,40
848080,43,39,33,47,53
823996,34,43,67,79,39
845119,34,35,16,43,36
964174,45,48,42,47,62
845797,,,50,,
895533,69,51,42,24,50
975814,68,61,49,30,44
814385,72,58,44,12,59
790817,62,47,46,30,42
814820,59,60,34,35,58
856062,45,54,60,57,50
914765,56,63,38,41,58
1121430,60,62,31,36,56
857227,52,53,42,44,57
861317,52,58,30,33,56
986726,46,49,38,42,53
914178,41,43,30,49,50
144606,39,43,61,67,42
934351,36,44,62,72,35
235644,35,44,57,72,37
802133,,,53,,
232548,,,38,,
914212,65,49,47,30,40
958018,64,59,50,40,57
1121475,64,49,42,33,43
960049,58,51,35,30,46
906065,50,54,49,53,51
869931,46,48,52,60,45
873947,63,56,39,35,59
94539,49,50,45,50,50
822594,45,47,42,48,43
877603,45,40,46,54,43
842419,41,48,55,66,51
1031658,49,52,47,53,62
885259,40,51,47,66,45
377234,36,47,63,73,40
592098,34,42,57,75,33
992397,33,41,51,71,30
547246,,,63,,
965019,57,52,36,33,46
845168,60,46,47,42,46
793761,63,48,54,35,41
801211,55,45,49,44,56
252863,67,59,53,41,61
801391,57,59,43,36,48
859774,58,58,62,49,63
921417,50,46,54,60,48
980383,60,64,31,33,58
857178,53,48,49,35,59
142018,58,65,37,38,61
1010335,52,52,51,53,52
233328,45,44,52,53,45
814023,38,45,68,77,42
1067582,34,44,59,75,39
970860,39,40,51,66,46
843180,42,46,56,70,52
1214359,34,43,42,68,37
788197,,,35,,
353262,67,51,48,36,43
1142260,59,49,49,30,47
566894,59,50,30,33,51
795268,52,55,56,52,57
866626,49,43,25,35,48
910975,48,48,58,66,49
811572,50,48,30,38,50
116692,42,47,49,60,41
129471,36,49,62,71,43
851226,34,47,57,68,38
345193,35,44,54,73,38
1010772,38,35,44,66,42
66471,69,54,55,36,45
175185,58,48,36,34,50
891511,62,52,51,36,51
877262,58,57,50,51,63
916136,53,57,43,39,61
811493,56,53,38,42,55
966940,43,44,58,68,41
826010,46,49,44,53,45
1019236,54,46,35,37,52
1064026,40,50,55,74,47
81992,38,45,62,74,43
125625,33,45,63,70,39
826679,46,51,43,53,55
351500,44,46,51,66,54
857205,37,44,63,79,39
1396048,45,50,29,47,55
1021165,44,51,49,62,52
144501,,,58,,
930267,,,78,,
796512,63,50,48,38,49
891959,60,48,49,35,40
966295,63,46,42,28,37
1085111,51,46,33,42,47
1118185,47,52,47,58,48
1031637,59,54,34,32,53
807656,45,47,49,58,44
896341,51,54,42,43,51
1152182,48,54,45,50,53
46125,50,57,50,61,59
826552,37,49,60,73,43
1010498,42,50,52,67,49
112877,,,60,,
981604,61,50,46,30,44
950142,57,41,44,34,36
1092984,62,51,50,37,44
1473201,54,38,35,33,43
822379,57,60,54,53,66
838636,51,47,42,40,54
905639,46,49,45,53,46
758666,51,56,47,43,55
362772,55,47,36,37,51
1136798,47,50,47,52,48
345333,36,48,63,78,41
560756,36,45,57,74,38
597876,39,46,51,70,47
1084464,65,46,49,30,43
966957,60,49,44,34,42
605674,62,64,37,35,72
50730,52,48,31,40,49
1010420,46,45,44,55,42
949459,46,48,45,54,47
851268,35,44,56,72,35
351086,39,46,37,59,45
914527,33,40,50,70,32
1010792,35,43,46,68,34
1017339,34,42,60,75,37
786969,,,54,,
344129,66,55,43,27,47
942111,60,49,49,34,41
888930,58,52,34,25,44
1014042,57,39,43,38,43
980143,55,44,40,35,48
886402,50,55,54,50,52
32690,46,51,50,55,48
1010656,55,57,45,42,61
914749,59,57,40,43,64
927066,58,57,52,51,62
859769,47,50,47,54,48
909554,57,46,39,36,47
966219,48,52,44,50,50
964845,52,54,32,41,53
997244,40,51,61,69,43
31406,,,64,,
1016019,59,47,46,36,43
826655,66,58,48,35,59
1134399,53,52,34,33,50
943253,57,42,37,24,40
913684,44,46,49,56,44
850025,55,51,36,37,52
862992,50,50,38,44,48
1398518,57,55,31,38,62
829892,38,53,51,65,42
597618,33,44,59,74,35
188349,,,57,,
83687,62,43,41,29,44
900005,55,41,44,31,41
930266,49,54,39,44,55
349436,51,57,41,43,49
795726,36,40,39,58,41
1100964,35,47,50,58,36
370244,38,47,45,64,44
894158,39,45,44,61,47
909061,34,45,55,72,38
849577,,,55,,
1010891,55,38,40,30,38
255235,63,51,52,39,47
989877,58,62,49,43,59
962411,62,64,48,39,61
286167,49,56,37,46,50
1094758,40,41,52,65,39
864202,44,44,42,58,43
48751,41,44,50,65,39
192430,39,53,60,75,47
1012410,46,49,50,62,53
141832,35,46,62,69,43
808955,47,61,46,56,58
1068891,40,47,37,54,42
556884,,,53,,
811557,,,56,,
913210,,,59,,
52093,63,54,43,31,41
923823,52,47,36,34,42
849573,65,50,50,38,46
966526,58,54,38,36,60
869413,55,55,31,36,56
583608,45,44,44,50,47
352654,49,52,54,56,53
1166489,49,44,30,37,48
83305,46,51,58,62,48
353132,35,42,52,67,36
988631,39,52,58,73,43
914123,39,42,52,63,40
912980,40,45,45,68,44
996926,33,44,51,71,35
874586,34,42,58,68,34
966804,60,53,38,37,55
263493,61,46,49,40,43
857183,64,54,43,32,41
882586,60,41,45,28,46
537012,53,41,35,34,46
116607,61,62,25,25,67
950110,49,54,50,52,53
592068,52,47,44,46,55
964610,43,43,44,55,42
841003,35,42,49,63,35
913214,39,43,37,57,45
1085242,48,57,39,49,54
867406,42,49,43,57,48
592064,37,47,63,72,39
788312,40,47,46,58,40
129865,,,61,,
893140,53,44,40,36,43
52126,62,48,42,27,41
131394,46,50,56,63,47
177931,59,48,40,36,50
858912,50,48,37,44,47
950742,53,57,49,55,58
150910,32,40,56,69,34
844948,33,42,51,67,35
602164,51,53,30,40,52
227912,46,50,51,59,52
85090,35,44,59,68,37
255995,37,42,36,54,44
1085579,,,59,,
169317,58,49,42,35,36
106272,58,46,42,33,37
1000696,58,40,35,31,42
949456,66,51,46,26,46
862063,53,59,47,51,59
330673,57,53,37,35,47
1000676,52,51,51,57,52
1014595,45,50,59,69,45
838633,46,49,43,52,46
949449,56,54,42,38,55
1002347,37,47,62,73,41
1087845,44,48,50,64,55
844028,36,43,54,71,36
759284,39,47,44,60,45
807117,34,45,49,68,39
218518,64,48,42,31,37
826012,53,46,38,39,43
47625,46,49,53,58,47
1166968,52,49,51,49,54
254819,52,50,52,47,49
73682,36,42,53,66,34
83704,49,56,48,57,59
892169,39,43,46,61,38
850579,34,41,51,65,33
972451,55,55,37,38,51
904964,55,48,38,38,48
349762,49,51,39,48,49
912047,54,56,54,58,58
966945,45,42,37,49,40
69385,36,42,59,72,39
949901,46,55,49,63,50
1010310,34,43,54,70,37
811611,38,41,58,75,41
1010413,40,44,47,59,49
1010352,34,46,61,75,36
1101440,50,52,45,55,48
882475,49,57,56,58,54
1130516,43,47,50,60,39
1136812,36,44,50,61,36
333145,48,48,27,36,44
867780,58,51,36,32,57
588572,38,43,59,77,40
850479,39,46,48,57,42
128360,61,53,44,28,45
1398529,63,65,37,30,51
146218,56,53,47,49,52
106289,46,51,44,45,48
1031543,61,53,35,33,53
128654,32,43,47,58,36
966300,38,44,52,71,45
99520,47,49,37,42,51
605512,49,49,47,51,51
914048,41,49,43,60,49
1003820,36,46,39,55,42
591358,,,57,,
1086128,65,52,48,31,43
1021217,48,50,51,56,54
1142254,46,47,35,41,50
1142261,31,44,40,56,36
1396056,32,42,54,70,39
1005638,,,50,,
839956,84,63,73,31,53
944656,76,61,55,31,67
934386,76,93,50,38,75
70996,86,81,59,36,99
859765,77,77,57,36,76
331209,69,68,60,47,75
827606,65,77,78,66,77
189061,69,72,52,39,74
136710,56,65,50,47,63
945122,61,66,41,36,70
1136731,49,55,47,47,60
786028,48,43,46,43,46
1065216,60,67,43,33,62
1086286,50,53,44,44,50
1006189,51,48,40,52,57
1003334,64,59,34,25,60
138892,56,70,63,68,67
964994,44,60,64,69,53
318941,37,49,75,80,46
44614,44,56,58,62,56
152077,42,51,69,69,51
149663,42,50,62,74,45
383560,41,51,68,71,50
1002813,56,58,35,44,64
1017915,40,48,26,42,45
254491,,,68,,
125274,,,65,,
934235,85,72,58,34,77
794839,78,59,61,30,66
922573,78,65,49,23,70
135666,76,63,50,32,67
858194,75,56,55,27,43
836705,67,53,55,37,60
547410,72,73,56,36,85
316148,52,63,66,60,58
856714,59,66,73,69,65
132874,50,52,56,55,57
904835,62,57,44,34,68
901892,53,57,61,59,60
941168,37,49,65,75,41
287643,47,50,51,58,60
869792,39,43,72,86,37
804434,39,47,52,67,47
976037,40,45,53,65,47
846036,47,48,60,70,56
366592,42,45,57,72,47
581310,,,77,,
159665,90,64,58,22,80
924871,78,59,60,29,61
883537,73,69,47,20,64
862967,78,70,51,33,68
606164,81,65,62,34,66
895324,61,61,58,51,67
869856,72,70,51,34,77
955245,67,65,48,38,73
904897,61,59,50,46,64
143040,54,54,43,44,59
927353,56,57,33,32,60
991604,64,47,39,31,54
795064,63,75,62,56,84
151545,42,53,77,81,49
262911,55,60,45,57,72
826215,37,47,62,80,40
786259,48,55,52,63,65
318927,44,52,57,66,55
1008402,50,48,43,54,55
1003339,40,53,56,70,44
920393,36,40,44,68,37
924378,39,45,69,82,38
243609,,,73,,
827362,,,65,,
555386,77,55,60,27,59
855817,72,63,42,23,69
974577,64,48,47,31,38
996919,62,54,59,54,55
993451,67,52,31,13,56
998832,52,45,37,35,49
331737,58,59,49,45,65
808590,67,67,31,24,71
826204,50,52,59,58,58
250223,64,65,46,33,66
98435,68,76,46,27,73
1087316,51,52,51,51,56
190405,50,49,48,58,47
975937,58,51,39,39,65
948261,65,61,37,29,63
833956,44,47,47,57,50
976263,46,49,52,62,55
864169,40,55,56,63,49
96538,46,47,33,55,58
604232,34,43,60,68,38
827679,35,47,55,69,41
294593,47,46,43,56,56
1152923,42,59,32,47,47
1018510,41,44,45,57,48
158263,,,77,,
26025,,,53,,
966874,,,56,,
995654,,,47,,
111505,81,67,49,26,72
840217,71,44,45,27,52
1085180,64,54,33,27,61
1116987,66,44,55,33,39
232306,69,61,25,23,68
356398,74,75,55,34,87
798835,63,66,62,54,69
1002711,54,57,53,50,57
928124,68,62,36,25,75
844842,51,54,58,57,53
791190,56,61,53,52,55
149593,57,60,61,48,63
1391251,57,66,44,37,54
859901,46,52,45,48,49
829932,38,50,70,84,45
913654,57,59,44,55,71
997103,37,42,58,75,38
856123,43,49,53,64,47
998247,39,52,67,75,39
858195,55,56,40,61,69
983572,47,52,50,59,56
94758,42,50,58,69,48
1142335,41,50,45,60,44
945798,43,51,50,61,47
1134744,34,41,49,70,36
553606,,,79,,
78893,78,57,55,30,58
769333,78,66,64,28,62
1085381,74,66,42,20,64
996985,63,53,35,21,47
1086455,61,54,33,32,60
1090458,67,51,42,16,53
974505,62,62,63,49,72
982780,82,79,59,33,84
958966,63,59,32,27,66
138534,69,55,41,22,68
987650,54,60,67,65,65
904970,62,63,63,51,69
966547,68,76,46,34,63
1105779,53,54,44,49,50
1016788,49,46,44,51,49
1048916,46,53,55,59,47
861970,63,63,53,46,71
1087359,50,56,51,48,53
885908,59,72,53,58,73
802695,50,49,38,54,61
794939,41,44,54,74,53
996958,52,58,47,60,70
996911,38,45,56,78,45
904827,40,47,54,69,45
827243,41,50,58,67,43
826134,37,44,58,75,43
352668,41,51,65,75,44
232422,,,74,,
882604,,,51,,
920546,,,52,,
978787,,,46,,
823941,78,70,57,25,54
333373,67,53,55,40,58
914902,77,66,50,26,63
113956,76,49,48,14,49
1169124,53,39,35,27,44
372336,71,58,42,30,70
866469,62,68,66,51,74
560128,62,58,59,46,64
855647,65,53,31,23,57
1400650,54,53,35,43,61
866191,55,49,53,47,60
138261,56,51,38,38,49
190843,45,50,48,55,46
69256,58,69,50,60,81
910046,39,47,64,78,47
1136730,48,59,48,58,49
101882,42,46,75,77,50
980634,42,49,48,64,50
99090,40,42,54,74,40
153444,34,40,50,72,34
150396,37,41,44,63,45
865167,38,38,60,65,43
891803,42,44,35,53,48
162653,,,78,,
138149,,,69,,
42209,,,64,,
1131,,,56,,
1086417,68,52,41,17,53
288205,81,77,66,43,96
814590,70,64,44,29,63
122951,57,57,63,65,64
1135873,63,57,31,25,63
958380,66,61,40,34,65
851100,67,74,33,30,69
942116,77,78,49,20,74
836694,58,49,49,43,62
1142175,56,61,44,47,56
105734,65,64,47,35,78
971037,65,62,42,33,58
1009386,49,41,39,41,54
879346,57,52,56,47,53
989803,57,51,42,37,60
859999,40,51,73,80,46
149380,43,51,70,76,47
843200,49,61,60,70,60
190839,46,54,55,68,58
863653,40,50,59,78,47
143334,37,47,52,64,42
30144,36,46,58,74,40
787498,,,72,,
47772,69,56,42,18,50
130181,71,60,45,25,51
905163,72,80,37,22,66
839981,66,60,40,32,74
552884,74,56,49,29,66
847151,50,53,57,59,49
161717,71,72,61,45,80
799041,56,51,62,61,54
879810,49,57,55,58,50
845464,60,60,48,42,60
877102,38,47,66,74,43
139227,38,43,67,70,37
155997,44,47,51,65,51
829022,40,51,73,78,45
138024,47,43,42,58,58
43443,44,52,38,53,56
894474,40,50,67,75,46
15479,,,72,,
96531,,,52,,
187861,,,35,,
103045,68,57,47,30,62
795228,72,52,46,25,51
848276,78,54,50,21,51
864921,80,84,52,32,80
794338,63,63,56,49,63
355796,55,56,59,60,56
1109771,56,58,50,49,64
148710,58,49,47,43,55
997104,56,52,27,31,57
193554,52,49,62,63,53
1064218,34,38,54,76,32
870360,51,55,68,78,57
877994,38,51,67,78,46
362682,43,52,72,74,54
931844,38,43,61,74,39
988275,44,46,44,71,49
43215,39,48,45,68,42
39183,36,40,58,72,37
788134,,,57,,
98427,,,67,,
975079,76,65,58,30,62
999231,66,49,41,23,45
794298,89,69,65,23,74
983816,57,56,40,41,49
1400106,66,64,47,42,58
33902,64,46,52,33,54
1029018,68,48,44,33,48
1471095,66,56,36,31,52
1152449,60,50,39,31,45
936849,64,64,43,35,71
1110842,70,66,38,36,68
973556,69,72,42,25,66
1117025,56,48,29,24,57
791,49,46,38,48,62
907668,53,56,47,38,59
48480,69,74,57,45,85
984602,59,55,35,31,61
1199043,53,47,45,41,51
959628,56,60,61,61,61
1036269,58,51,48,41,59
1142315,49,43,36,52,46
1005706,57,58,29,32,63
1004556,51,54,50,57,53
1514742,52,50,40,39,52
1127057,54,61,43,40,62
914691,43,40,44,56,52
805465,53,55,46,57,66
115365,42,53,71,69,49
842513,37,54,56,68,44
962012,39,49,69,77,48
219572,39,39,50,69,43
216308,37,44,57,69,48
1014429,34,41,46,64,37
994363,,,71,,
31867,,,52,,
1005800,,,51,,
361420,79,53,49,13,55
336655,78,55,48,23,59
913942,71,70,50,27,63
298366,65,45,48,33,40
836070,68,74,45,35,65
1106451,60,51,52,52,62
934354,65,52,42,28,60
851596,64,52,38,30,58
892924,56,54,21,18,71
548660,61,58,47,42,62
1104986,55,53,40,41,63
322391,59,57,51,38,68
895576,65,62,37,36,72
855731,68,59,49,38,63
548188,55,60,59,56,66
1020680,59,54,30,27,60
989345,48,45,45,50,49
1097425,43,45,41,57,48
830659,45,54,71,70,53
1023567,36,47,64,72,41
943645,39,48,35,54,46
865740,37,45,54,68,42
44566,40,44,46,57,48
1156586,40,40,51,73,42
84844,,,68,,
856720,,,58,,
1000379,,,56,,
991001,,,61,,
286165,68,65,29,23,64
192442,69,46,40,19,50
1015256,75,44,46,21,48
891920,70,49,37,17,55
1013987,61,46,40,32,46
31417,69,73,44,29,77
285949,67,60,26,22,81
352770,64,61,42,36,71
371222,51,50,55,55,53
355528,68,54,51,40,66
82566,63,69,54,45,67
365802,52,41,38,43,57
1134729,55,50,51,43,44
329417,41,46,46,66,49
861972,38,48,54,74,42
803174,46,54,50,67,59
825719,37,44,63,75,38
227900,47,49,42,59,60
190877,46,51,58,78,55
118179,35,52,65,74,43
103335,,,74,,
786186,70,65,45,29,52
886363,82,71,57,23,65
879349,77,71,44,24,80
280979,70,53,36,26,60
138573,70,57,34,22,78
954076,60,46,46,29,48
876599,72,53,44,19,52
1015267,52,51,41,49,54
252821,46,56,36,54,52
308764,64,58,43,38,61
143047,51,53,48,57,55
307284,56,56,65,60,54
982613,52,54,43,43,54
932628,56,57,62,54,61
845273,64,63,43,28,63
1006073,56,50,46,43,56
1015826,61,50,39,36,57
988966,52,46,39,42,55
1177311,51,44,32,38,47
931278,51,66,37,49,56
1597270,41,54,42,55,46
1014835,42,45,52,70,40
973418,40,55,39,69,40
954044,43,50,52,69,51
846308,37,44,66,75,39
50027,40,51,76,81,48
1013928,47,50,26,47,55
252669,,,60,,
980633,,,43,,
914309,63,61,43,29,54
372344,66,47,40,28,51
987489,72,47,47,19,54
96535,65,54,53,35,61
268903,75,54,46,11,61
106337,53,53,64,67,52
923973,53,53,65,66,58
927361,56,60,68,65,63
935543,70,68,57,43,83
829570,63,54,41,33,68
1085950,48,49,41,44,45
876643,41,46,61,75,48
979563,39,45,72,84,40
10589,44,48,52,64,50
145188,42,53,91,92,52
76632,40,45,49,67,38
1020141,40,46,52,61,51
781544,35,40,51,56,38
138530,,,67,,
290927,81,54,63,28,61
927083,80,63,50,19,72
805123,69,54,48,34,55
1016907,68,52,59,35,47
972421,60,42,58,30,54
907072,57,53,42,44,60
799251,66,68,43,33,75
885864,47,42,53,61,49
135256,56,55,60,58,61
814873,54,55,53,55,61
826057,47,48,30,48,55
980649,52,44,38,36,44
907500,53,54,39,45,52
1177007,54,54,45,44,52
855864,37,44,70,83,40
576384,42,49,53,64,45
137774,41,46,58,75,43
958916,38,47,63,74,42
26404,39,46,44,61,40
1064630,40,44,39,61,43
171919,,,70,,
1005959,,,68,,
1065525,,,45,,
979232,66,51,25,26,64
359664,75,53,40,22,50
844424,60,46,37,28,49
50480,68,49,43,18,47
791314,62,51,43,33,43
992044,53,47,35,35,45
867442,69,71,31,18,70
843754,55,61,61,62,59
1064039,57,59,49,43,59
865912,75,66,52,26,84
871765,59,53,60,56,62
994546,58,53,35,39,64
36465,60,61,61,41,70
846252,52,42,55,56,47
920936,49,51,46,51,51
